,PassengerId,Pclass,Sex,Age,Fare,Embarked,Title,Name_length,LuckyElizabeth,LuckyAnna,LuckyMary,Family,Alone,Fsize,Cabin_Lv,Survived
723,724,2,1,50.0,13.0,2,2,21,0,0,0,0,1,0,4,0
724,725,1,1,27.0,53.1,2,2,27,0,0,0,1,0,2,4,1
725,726,3,1,20.0,8.6625,2,2,17,0,0,0,0,1,0,4,0
726,727,2,0,30.0,21.0,2,3,40,0,0,0,3,0,2,4,1
727,728,3,0,22.0,7.7375,1,1,20,0,0,0,0,1,0,4,1
728,729,2,1,25.0,26.0,2,2,29,0,0,0,1,0,2,4,0
729,730,3,0,25.0,7.925,2,1,25,0,0,0,1,0,2,4,0
730,731,1,0,29.0,211.3375,2,1,25,0,0,0,0,1,0,1,1
731,732,3,1,11.0,18.7875,0,2,22,0,0,0,0,1,0,4,0
732,733,2,1,30.0,0.0,2,2,18,0,0,0,0,1,0,4,0
733,734,2,1,23.0,13.0,2,2,24,0,0,0,0,1,0,4,0
734,735,2,1,23.0,13.0,2,2,26,0,0,0,0,1,0,4,0
735,736,3,1,28.5,16.1,2,2,18,0,0,0,0,1,0,4,0
736,737,3,0,48.0,34.375,2,3,36,0,0,0,4,0,2,4,0
737,738,1,1,35.0,512.3292,0,2,20,0,0,0,0,1,0,1,1
738,739,3,1,26.0,7.8958,2,2,16,0,0,0,0,1,0,4,0
739,740,3,1,26.0,7.8958,2,2,16,0,0,0,0,1,0,4,0
740,741,1,1,42.0,30.0,2,2,25,0,0,0,0,1,0,3,1
741,742,1,1,36.0,78.85,2,2,27,0,0,0,1,0,2,2,0
742,743,1,0,21.0,262.375,0,1,33,0,0,0,4,0,2,1,1
743,744,3,1,24.0,16.1,2,2,15,0,0,0,1,0,2,4,0
744,745,3,1,31.0,7.925,2,2,16,0,0,0,0,1,0,4,1
745,746,1,1,70.0,71.0,2,4,24,0,0,0,2,0,2,1,0
746,747,3,1,16.0,20.25,2,2,25,0,0,0,2,0,2,4,0
747,748,2,0,30.0,13.0,2,1,17,0,1,0,0,1,0,4,1
748,749,1,1,19.0,53.1,2,2,23,0,0,0,1,0,2,3,0
749,750,3,1,31.0,7.75,1,2,21,0,0,0,0,1,0,4,0
750,751,2,0,4.0,23.0,2,1,13,0,0,0,2,0,2,4,1
751,752,3,1,6.0,12.475,2,0,13,0,0,0,1,0,2,4,1
752,753,3,1,33.0,9.5,2,2,30,0,0,0,0,1,0,4,0
753,754,3,1,23.0,7.8958,2,2,16,0,0,0,0,1,0,4,0
754,755,2,0,48.0,65.0,2,3,29,0,0,0,3,0,2,4,1
755,756,2,1,0.67,14.5,2,0,19,0,0,0,2,0,2,4,1
756,757,3,1,28.0,7.7958,2,2,26,0,0,0,0,1,0,4,0
757,758,2,1,18.0,11.5,2,2,22,0,0,0,0,1,0,4,0
758,759,3,1,34.0,8.05,2,2,26,0,0,0,0,1,0,4,0
759,760,1,0,33.0,86.5,2,4,52,0,0,0,0,1,0,1,1
760,761,3,1,26.0,14.5,2,2,16,0,0,0,0,1,0,4,0
761,762,3,1,41.0,7.125,2,2,28,0,0,0,0,1,0,4,0
762,763,3,1,20.0,7.2292,0,2,19,0,0,0,0,1,0,4,1
763,764,1,0,36.0,120.0,2,3,38,0,0,0,3,0,2,1,1
764,765,3,1,16.0,7.775,2,2,20,0,0,0,0,1,0,4,0
765,766,1,0,51.0,77.9583,2,3,33,0,1,0,1,0,2,3,1
766,767,1,1,42.0,39.6,0,4,21,0,0,0,0,1,0,3,0
767,768,3,0,30.5,7.75,1,1,14,0,0,1,0,1,0,4,0
768,769,3,1,26.0,24.15,1,2,17,0,0,0,1,0,2,4,0
769,770,3,1,32.0,8.3625,2,2,30,0,0,0,0,1,0,4,0
770,771,3,1,24.0,9.5,2,2,20,0,0,0,0,1,0,4,0
771,772,3,1,48.0,7.8542,2,2,21,0,0,0,0,1,0,4,0
772,773,2,0,57.0,10.5,2,3,14,0,0,1,0,1,0,4,0
773,774,3,1,26.0,7.225,0,2,13,0,0,0,0,1,0,4,0
774,775,2,0,54.0,23.0,2,3,34,0,0,0,4,0,2,4,1
775,776,3,1,18.0,7.75,2,2,37,0,0,0,0,1,0,4,0
776,777,3,1,26.0,7.75,1,2,14,0,0,0,0,1,0,5,0
777,778,3,0,5.0,12.475,2,1,25,0,0,0,0,1,0,4,1
778,779,3,1,26.0,7.7375,1,2,21,0,0,0,0,1,0,4,0
779,780,1,0,43.0,211.3375,2,3,50,0,0,0,1,0,2,1,1
780,781,3,0,13.0,7.2292,0,1,16,0,0,0,0,1,0,4,1
781,782,1,0,17.0,57.0,2,3,38,0,0,0,1,0,2,1,1
782,783,1,1,29.0,30.0,2,2,20,0,0,0,0,1,0,3,0
783,784,3,1,26.0,23.45,2,2,20,0,0,0,3,0,2,4,0
784,785,3,1,25.0,7.05,2,2,14,0,0,0,0,1,0,4,0
785,786,3,1,25.0,7.25,2,2,32,0,0,0,0,1,0,4,0
786,787,3,0,18.0,7.4958,2,1,21,0,1,0,0,1,0,4,1
787,788,3,1,8.0,29.125,1,0,19,0,0,0,5,0,1,4,0
788,789,3,1,1.0,20.575,2,0,20,0,0,0,3,0,2,4,1
789,790,1,1,46.0,79.2,0,2,22,0,0,0,0,1,0,1,0
790,791,3,1,26.0,7.75,1,2,22,0,0,0,0,1,0,4,0
791,792,2,1,16.0,26.0,2,2,17,0,0,0,0,1,0,4,0
792,793,3,0,22.0,69.55,2,1,19,0,0,0,10,0,1,4,0
793,794,1,1,42.0,30.6958,0,2,22,0,0,0,0,1,0,3,0
794,795,3,1,25.0,7.8958,2,2,19,0,0,0,0,1,0,4,0
795,796,2,1,39.0,13.0,2,2,16,0,0,0,0,1,0,4,0
796,797,1,0,49.0,25.9292,2,4,23,0,0,0,0,1,0,3,1
797,798,3,0,31.0,8.6833,2,3,13,0,0,0,0,1,0,4,1
798,799,3,1,30.0,7.2292,0,2,26,0,0,0,0,1,0,4,0
799,800,3,0,30.0,24.15,2,3,49,0,0,0,2,0,2,4,0
800,801,2,1,34.0,13.0,2,2,18,0,0,0,0,1,0,4,0
801,802,2,0,31.0,26.25,2,3,40,0,0,0,2,0,2,4,1
802,803,1,1,11.0,120.0,2,0,29,0,0,0,3,0,2,1,1
803,804,3,1,0.42,8.5167,0,0,25,0,0,0,1,0,2,4,1
804,805,3,1,27.0,6.975,2,2,21,0,0,0,0,1,0,4,1
805,806,3,1,31.0,7.775,2,2,23,0,0,0,0,1,0,4,0
806,807,1,1,39.0,0.0,2,2,20,0,0,0,0,1,0,0,0
807,808,3,0,18.0,7.775,2,1,27,0,0,0,0,1,0,4,0
808,809,2,1,39.0,13.0,2,2,15,0,0,0,0,1,0,4,0
809,810,1,0,33.0,53.1,2,3,43,0,0,0,1,0,2,4,1
810,811,3,1,26.0,7.8875,2,2,20,0,0,0,0,1,0,4,0
811,812,3,1,39.0,24.15,2,2,15,0,0,0,0,1,0,4,0
812,813,2,1,35.0,10.5,2,2,23,0,0,0,0,1,0,4,0
813,814,3,0,6.0,31.275,2,1,30,0,0,0,6,0,1,4,0
814,815,3,1,30.5,8.05,2,2,24,0,0,0,0,1,0,4,0
815,816,1,1,42.0,0.0,2,2,14,0,0,0,0,1,0,1,0
816,817,3,0,23.0,7.925,2,1,24,0,0,0,0,1,0,4,0
817,818,2,1,31.0,37.0042,0,2,16,0,0,0,2,0,2,4,0
818,819,3,1,43.0,6.45,2,2,30,0,0,0,0,1,0,4,0
819,820,3,1,10.0,27.9,2,0,22,0,0,0,5,0,1,4,0
820,821,1,0,52.0,93.5,2,3,47,0,0,0,2,0,2,1,1
821,822,3,1,27.0,8.6625,2,2,15,0,0,0,0,1,0,4,1
822,823,1,1,38.0,0.0,2,4,27,0,0,0,0,1,0,3,0
823,824,3,0,27.0,12.475,2,3,15,0,0,0,1,0,2,4,1
824,825,3,1,2.0,39.6875,2,0,22,0,0,0,5,0,1,4,0
825,826,3,1,26.0,6.95,1,2,13,0,0,0,0,1,0,4,0
826,827,3,1,26.0,56.4958,2,2,10,0,0,0,0,1,0,4,0
827,828,2,1,1.0,37.0042,0,0,15,0,0,0,2,0,2,4,1
828,829,3,1,26.0,7.75,1,2,26,0,0,0,0,1,0,4,1
829,830,1,0,62.0,80.0,0,3,38,0,0,0,0,1,0,1,1
830,831,3,0,15.0,14.4542,0,3,36,0,0,0,1,0,2,4,1
831,832,2,1,0.83,18.75,2,0,25,0,0,0,2,0,2,4,1
832,833,3,1,26.0,7.2292,0,2,12,0,0,0,0,1,0,4,0
833,834,3,1,23.0,7.8542,2,2,20,0,0,0,0,1,0,4,0
834,835,3,1,18.0,8.3,2,2,20,0,0,0,0,1,0,4,0
835,836,1,0,39.0,83.1583,0,1,23,0,0,0,2,0,2,4,1
836,837,3,1,21.0,8.6625,2,2,14,0,0,0,0,1,0,4,0
837,838,3,1,26.0,8.05,2,2,17,0,0,0,0,1,0,4,0
838,839,3,1,32.0,56.4958,2,2,13,0,0,0,0,1,0,4,1
839,840,1,1,42.0,29.7,0,2,18,0,0,0,0,1,0,2,1
840,841,3,1,20.0,7.925,2,2,25,0,0,0,0,1,0,4,0
841,842,2,1,16.0,10.5,2,2,22,0,0,0,0,1,0,4,0
842,843,1,0,30.0,31.0,0,1,19,0,0,0,0,1,0,3,1
843,844,3,1,34.5,6.4375,0,2,24,0,0,0,0,1,0,4,0
844,845,3,1,17.0,8.6625,2,2,17,0,0,0,0,1,0,4,0
845,846,3,1,42.0,7.55,2,2,17,0,0,0,0,1,0,4,0
846,847,3,1,26.0,69.55,2,2,22,0,0,0,10,0,1,4,0
847,848,3,1,35.0,7.8958,0,2,16,0,0,0,0,1,0,4,0
848,849,2,1,28.0,33.0,2,4,13,0,0,0,1,0,2,4,0
849,850,1,0,35.0,89.1042,0,3,41,0,0,0,1,0,2,2,1
850,851,3,1,4.0,31.275,2,0,33,0,0,0,6,0,1,4,0
851,852,3,1,74.0,7.775,2,2,17,0,0,0,0,1,0,4,0
852,853,3,0,9.0,15.2458,0,1,19,0,0,0,2,0,2,4,0
853,854,1,0,16.0,39.4,2,1,21,0,0,1,1,0,2,3,1
854,855,2,0,44.0,26.0,2,3,42,0,0,0,1,0,2,4,0
855,856,3,0,18.0,9.35,2,3,23,0,0,0,1,0,2,4,1
856,857,1,0,45.0,164.8667,2,3,39,0,0,1,2,0,2,3,1
857,858,1,1,51.0,26.55,2,2,20,0,0,0,0,1,0,4,1
858,859,3,0,24.0,19.2583,0,3,34,0,0,0,3,0,2,4,1
859,860,3,1,26.0,7.2292,0,2,14,0,0,0,0,1,0,4,0
860,861,3,1,41.0,14.1083,2,2,21,0,0,0,2,0,2,4,0
861,862,2,1,21.0,11.5,2,2,25,0,0,0,1,0,2,4,0
862,863,1,0,48.0,25.9292,2,3,48,0,0,0,0,1,0,3,1
863,864,3,0,22.0,69.55,2,1,29,0,0,0,10,0,1,4,0
864,865,2,1,24.0,13.0,2,2,20,0,0,0,0,1,0,4,0
865,866,2,0,42.0,13.0,2,3,21,0,0,0,0,1,0,4,1
866,867,2,0,27.0,13.8583,0,1,24,0,0,0,1,0,2,4,1
867,868,1,1,31.0,50.4958,2,2,34,0,0,0,0,1,0,0,0
868,869,3,1,26.0,9.5,2,2,25,0,0,0,0,1,0,4,0
869,870,3,1,4.0,11.1333,2,0,25,0,0,0,2,0,2,4,1
870,871,3,1,26.0,7.8958,2,2,15,0,0,0,0,1,0,4,0
871,872,1,0,47.0,52.5542,2,3,45,0,0,0,2,0,2,3,1
872,873,1,1,33.0,5.0,2,2,22,0,0,0,0,1,0,1,0
873,874,3,1,47.0,9.0,2,2,25,0,0,0,0,1,0,4,0
874,875,2,0,28.0,24.0,0,3,34,0,0,0,1,0,2,4,1
875,876,3,0,15.0,7.225,0,1,28,0,0,0,0,1,0,4,1
876,877,3,1,20.0,9.8458,2,2,27,0,0,0,0,1,0,4,0
877,878,3,1,19.0,7.8958,2,2,18,0,0,0,0,1,0,4,0
878,879,3,1,26.0,7.8958,2,2,16,0,0,0,0,1,0,4,0
879,880,1,0,56.0,83.1583,0,3,42,0,0,0,1,0,2,2,1
880,881,2,0,25.0,26.0,2,3,41,0,0,0,1,0,2,4,1
881,882,3,1,33.0,7.8958,2,2,16,0,0,0,0,1,0,4,0
882,883,3,0,22.0,10.5167,2,1,24,0,0,0,0,1,0,4,0
883,884,2,1,28.0,10.5,2,2,27,0,0,0,0,1,0,4,0
884,885,3,1,25.0,7.05,2,2,20,0,0,0,0,1,0,4,0
885,886,3,0,39.0,29.125,1,3,33,0,0,0,5,0,1,4,0
886,887,2,1,27.0,13.0,2,4,17,0,0,0,0,1,0,4,0
887,888,1,0,19.0,30.0,2,1,24,0,0,0,0,1,0,1,1
888,889,3,0,22.0,23.45,2,1,36,0,0,0,3,0,2,4,0
889,890,1,1,26.0,30.0,0,2,19,0,0,0,0,1,0,2,1
890,891,3,1,32.0,7.75,1,2,17,0,0,0,0,1,0,4,0
